Date,mean
2007-01-08 00:00:00,3.461022378
2007-01-09 00:00:00,0.262576243
2007-01-10 00:00:00,0
2007-01-11 00:00:00,0.020222522
2007-01-12 00:00:00,1.691330576
2007-01-13 00:00:00,0.186832649
2007-01-14 00:00:00,0.536920228
2007-01-15 00:00:00,0.043911904
2007-01-16 00:00:00,1.953107305
2007-01-17 00:00:00,1.139530535
2007-01-18 00:00:00,0.063193026
2007-01-19 00:00:00,1.034477434
2007-01-20 00:00:00,1.614031336
2007-01-21 00:00:00,0.100856046
2007-01-22 00:00:00,0.071224165
2007-01-23 00:00:00,0
2007-01-24 00:00:00,0.563416133
2007-01-25 00:00:00,0.620133017
2007-01-26 00:00:00,4.5088827
2007-01-27 00:00:00,3.016669206
2007-01-28 00:00:00,3.76188263
2007-01-29 00:00:00,0
2007-01-30 00:00:00,0.067747692
2007-01-31 00:00:00,2.869422325
2007-02-01 00:00:00,0.30443569
2007-02-02 00:00:00,0.02738213
2007-02-03 00:00:00,0.015536794
2007-02-04 00:00:00,0.354279152
2007-02-05 00:00:00,0.193970098
2007-02-06 00:00:00,1.783938335
2007-02-07 00:00:00,0
2007-02-08 00:00:00,0.043551656
2007-02-09 00:00:00,0.800975174
2007-02-10 00:00:00,0.027043302
2007-02-11 00:00:00,0.020144553
2007-02-12 00:00:00,2.208095519
2007-02-13 00:00:00,5.125705368
2007-02-14 00:00:00,0.302850389
2007-02-15 00:00:00,7.292589459
2007-02-16 00:00:00,16.01374307
2007-02-17 00:00:00,8.515360266
2007-02-18 00:00:00,0.99006348
2007-02-19 00:00:00,0.161270901
2007-02-20 00:00:00,0.261504768
2007-02-21 00:00:00,0.019331727
2007-02-22 00:00:00,0.190435074
2007-02-23 00:00:00,0.677574749
2007-02-24 00:00:00,5.399024744
2007-02-25 00:00:00,0.667622367
2007-02-26 00:00:00,2.166057064
2007-02-27 00:00:00,5.511727697
2007-02-28 00:00:00,6.924591123
2007-03-01 00:00:00,1.600395814
2007-03-02 00:00:00,0.226517415
2007-03-03 00:00:00,0.234800705
2007-03-04 00:00:00,3.346342699
2007-03-05 00:00:00,0.798767039
2007-03-06 00:00:00,0.357763753
2007-03-07 00:00:00,1.381354992
2007-03-08 00:00:00,0.577932689
2007-03-09 00:00:00,0.825333538
2007-03-10 00:00:00,4.048993982
2007-03-11 00:00:00,1.601992351
2007-03-12 00:00:00,3.872621292
2007-03-13 00:00:00,4.715530166
2007-03-14 00:00:00,5.976479533
2007-03-15 00:00:00,0.332559066
2007-03-16 00:00:00,0
2007-03-17 00:00:00,0.076679879
2007-03-18 00:00:00,0.090788228
2007-03-19 00:00:00,5.275217627
2007-03-20 00:00:00,2.085481386
2007-03-21 00:00:00,2.561596331
2007-03-22 00:00:00,0
2007-03-23 00:00:00,5.260670237
2007-03-24 00:00:00,6.546829337
2007-03-25 00:00:00,0.059630284
2007-03-26 00:00:00,2.646044052
2007-03-27 00:00:00,4.962792193
2007-03-28 00:00:00,3.487768658
2007-03-29 00:00:00,0.797800268
2007-03-30 00:00:00,1.42474014
2007-03-31 00:00:00,0.009902801
2007-04-01 00:00:00,12.14904972
2007-04-02 00:00:00,0.745793994
2007-04-03 00:00:00,2.681919619
2007-04-04 00:00:00,5.717535572
2007-04-05 00:00:00,12.12028873
2007-04-06 00:00:00,0.490083311
2007-04-07 00:00:00,3.062521602
2007-04-08 00:00:00,0.065692747
2007-04-09 00:00:00,0.251106959
2007-04-10 00:00:00,0.099633608
2007-04-11 00:00:00,7.416712523
2007-04-12 00:00:00,12.71970221
2007-04-13 00:00:00,0.219226175
2007-04-14 00:00:00,4.406874819
2007-04-15 00:00:00,5.717809293
2007-04-16 00:00:00,4.81083022
2007-04-17 00:00:00,2.283994396
2007-04-18 00:00:00,1.220736825
2007-04-19 00:00:00,4.640399392
2007-04-20 00:00:00,4.940454004
2007-04-21 00:00:00,7.101671879
2007-04-22 00:00:00,1.22056121
2007-04-23 00:00:00,4.342191026
2007-04-24 00:00:00,18.78341013
2007-04-25 00:00:00,2.531239392
2007-04-26 00:00:00,4.025629129
2007-04-27 00:00:00,0.292082432
2007-04-28 00:00:00,4.320155272
2007-04-29 00:00:00,2.461647145
2007-04-30 00:00:00,4.917459231
2007-05-01 00:00:00,7.351450193
2007-05-02 00:00:00,3.491387593
2007-05-03 00:00:00,1.101503344
2007-05-04 00:00:00,0.818985261
2007-05-05 00:00:00,3.718299687
2007-05-06 00:00:00,7.154669485
2007-05-07 00:00:00,1.466075389
2007-05-08 00:00:00,0.437014579
2007-05-09 00:00:00,8.641179201
2007-05-10 00:00:00,2.730164398
2007-05-11 00:00:00,5.715443562
2007-05-12 00:00:00,1.416966068
2007-05-13 00:00:00,11.24726998
2007-05-14 00:00:00,3.449276096
2007-05-15 00:00:00,15.55411903
2007-05-16 00:00:00,6.454651278
2007-05-17 00:00:00,2.19485856
2007-05-18 00:00:00,2.56102944
2007-05-19 00:00:00,3.690997657
2007-05-20 00:00:00,1.66097723
2007-05-21 00:00:00,6.664781874
2007-05-22 00:00:00,14.36570265
2007-05-23 00:00:00,4.12806964
2007-05-24 00:00:00,0.01562551
2007-05-25 00:00:00,5.168837532
2007-05-26 00:00:00,5.837092741
2007-05-27 00:00:00,1.512300575
2007-05-28 00:00:00,6.629270322
2007-05-29 00:00:00,11.34001649
2007-05-30 00:00:00,1.645185152
2007-05-31 00:00:00,4.579207162
2007-06-01 00:00:00,6.596198191
2007-06-02 00:00:00,1.306024721
2007-06-03 00:00:00,1.445947534
2007-06-04 00:00:00,1.754418135
2007-06-05 00:00:00,6.830209187
2007-06-06 00:00:00,0.010072296
2007-06-07 00:00:00,0.501119317
2007-06-08 00:00:00,4.321946132
2007-06-09 00:00:00,3.739764558
2007-06-10 00:00:00,0.417217284
2007-06-11 00:00:00,11.55820347
2007-06-12 00:00:00,3.371458403
2007-06-13 00:00:00,8.808313382
2007-06-14 00:00:00,14.10037766
2007-06-15 00:00:00,15.3548756
2007-06-16 00:00:00,2.788387471
2007-06-17 00:00:00,7.022169098
2007-06-18 00:00:00,10.51155173
2007-06-19 00:00:00,5.407563502
2007-06-20 00:00:00,21.53863622
2007-06-21 00:00:00,2.724671642
2007-06-22 00:00:00,8.128829107
2007-06-23 00:00:00,6.419823393
2007-06-24 00:00:00,17.47266675
2007-06-25 00:00:00,4.870632955
2007-06-26 00:00:00,3.541255737
2007-06-27 00:00:00,20.39504625
2007-06-28 00:00:00,2.531040897
2007-06-29 00:00:00,2.439646156
2007-06-30 00:00:00,3.244671308
2007-07-01 00:00:00,20.89998347
2007-07-02 00:00:00,15.03464276
2007-07-03 00:00:00,25.96546179
2007-07-04 00:00:00,6.087911443
2007-07-05 00:00:00,2.307516574
2007-07-06 00:00:00,2.269512923
2007-07-07 00:00:00,3.400833715
2007-07-08 00:00:00,6.188689602
2007-07-09 00:00:00,5.211864102
2007-07-10 00:00:00,4.304010664
2007-07-11 00:00:00,4.925522178
2007-07-12 00:00:00,2.306422021
2007-07-13 00:00:00,2.260388481
2007-07-14 00:00:00,2.477859229
2007-07-15 00:00:00,6.017067883
2007-07-16 00:00:00,1.279701217
2007-07-17 00:00:00,6.898783079
2007-07-18 00:00:00,0.425013331
2007-07-19 00:00:00,2.33509745
2007-07-20 00:00:00,2.979663995
2007-07-21 00:00:00,6.090486211
2007-07-22 00:00:00,3.732902016
2007-07-23 00:00:00,10.34365202
2007-07-24 00:00:00,8.644974846
2007-07-25 00:00:00,3.063800492
2007-07-26 00:00:00,7.816776053
2007-07-27 00:00:00,11.14321959
2007-07-28 00:00:00,11.44758982
2007-07-29 00:00:00,7.229702315
